verdiept,1
genieten,2
genieten,2
geniet,2
verlichten,2
verlicht,2
verhelderend,2
verlicht,2
verveling,-2
woedend,-2
enraging,-2
verrukken,3
slaaf,-2
slaaf,-2
slaaf,-2
waarborgen,1
verzekeren,1
ondernemen,1
onderhoudend,2
boeien,3
enthousiast,3
getiteld,1
toevertrouwd,2
benijdt,-1
jaloers,-2
jaloers,-1
nijd,-1
foutieve,-2
error,-2
fouten,-2
ontsnappen,-1
ontsnapt,-1
ontsnappen,-1
gewaardeerde,2
ethische,2
euforie,3
euforisch,4
uitzetting,-1
kwaad,-3
overdrijven,-2
overdreven,-2
overdrijft,-2
overdrijven,-2
geïrriteerd,2
topkwaliteit,3
uitstekend,3
prikkelen,3
opgewonden,3
opwinding,3
spannend,3
sluiten,-1
uitgesloten,-2
uitsluiting,-1
exclusief,2
kwalijk,-1
vrijgesteld,-1
uitgeput,-2
uitgelaten,3
inspireert,3
opwindend,3
ontheft,2
vrijgesteld,2
vrijstelt,2
ontlastende,2
breiden,1
expandeert,1
verdrijven,-2
verdreven,-2
verdrijven,-2
verdrijft,-2
exploiteren,-2
benut,-2
exploiteren,-2
exploits,-2
exploratie,1
verkenningen,1
bloot,-1
blootgesteld,-1
blootstelt,-1
blootstellen,-1
breiden,1
uitstrekt,1
uitbundige,4
exultant,3
triomfantelijk,3
geweldig,4
nieuwigheid,-2
fag,-3
fagot,-3
takkenbossen,-3
mislukken,-2
mislukt,-2
falende,-2
faalt,-2
mislukking,-2
mislukkingen,-2
watjes,-2
eerlijk,2
geloof,1
getrouwe,3
fake,-3
vervalsingen,-3
faken,-3
gevallen,-2
vallen,-1
vervalst,-3
vervalsen,-3
fame,1
ventilator,3
fantastisch,4
farce,-1
boeien,3
gefascineerd,3
fascineert,3
fascinerende,3
fascistisch,-2
fascisten,-2
doden,-3
noodlottigheid,-3
vermoeidheid,-2
vermoeid,-2
vermoeit,-2
vermoeiend,-2
gunst,2
begunstigd,2
favoriet,2
favorited,2
favorieten,2
gunsten,2
angst,-2
angstig,-2
angst,-2
angst,2
afschrikwekkend,-2
Opgevoed,-3
zwak,-2
gevoel,1
misdrijven,-3
misdrijf,-3
vurig,2
fervid,2
feestelijk,2
fiasco,-3
fidgety,-2
vechten,-1
fijn,2
brand,-2
in brand gestoken,-2
vuren,-2
fit,1
fitness,1
vlaggenschip,2
vlucht,-1
flop,-2
flops,-2
griep,-2
opgewonden,-2
geconcentreerd,2
fond,2
fondness,2
misleiden,-2
dom,-2
dwazen,-2
gedwongen,-1
afscherming,-2
verhinderingen,-2
vergeet,-1
vergeetachtig,-2
vergeven,1
vergevingsgezind,1
vergeten,-1
gelukkig,2
gek,-1
fraude,-4
fraudeur,-4
fraudeurs,-4
bedrog,-4
frauduleus,-4
vrij,1
vrijheid,2
razernij,-3
vers,1
gezellig,2
angst,-2
angstig,-2
beangstigend,-3
frikin,-2
dartel,2
fronsen,-1
frustreren,-2
gefrustreerd,-2
frustreert,-2
frustrerend,-2
frustratie,-2
ftw,3
fuck,-4
fucked,-4
neuker,-4
fuckers,-4
fuckface,-4
fuckhead,-4
neuken,-4
fucktard,-4
fud,-3
fuked,-4
Fuking,-4
vervullen,2
vervuld,2
vervult,2
rokend,-2
fun,4
begrafenis,-1
begrafenissen,-1
funky,2
grappiger,4
grappig,4
woedend,-3
zinloos,2
gag,-2
mond gesnoerd,-2
krijgen,2
opgedaan,2
wint,2
winsten,2
dappere,3
galant,3
gallantry,3
gul,2
genial,3
ghost,-1
duizelig,-2
gift,2
blij,3
glamour,3
glamourous,3
vreugde,3
vrolijk,3
duisternis,-1
somber,-2
heerlijke,2
glorie,2
sip,-2
god,1
verdomme,-3
vondst,4
goed,3
goedheid,3
gratie,1
genadig,3
grand,3
toelage,1
verleend,1
toekenning,1
subsidies,1
dankbaar,3
bevrediging,2
graf,-2
grijs,-1
groot,3
meer,3
grootst,3
hebzucht,-3
gulzige,-2
Groene was,-3
Groen wassen,-3
greenwash,-3
greenwasher,-3
greenwashers,-3
greenwashing,-3
groeten,1
overvallen,1
groet,1
groeten,2
groet,1
grijs,-1
zorg,-2
bedroefd,-2
bruto,-2
groeit,1
groei,2
waarborg,1
schuld,-3
schuldig,-3
lichtgelovigheid,-2
lichtgelovig,-2
gun,-1
ha,2
gekraakt,-1
haha,3
hahaha,3
hahahah,3
hagel,2
aangeroepen,2
ongelukkige,-2
haplessness,-2
geluk,3
gelukkig,3
hard,-1
sterkere,2
ontbering,-2
Hardy,2
schade,-2
geschaad,-2
schadelijke,-2
schaden,-2
schaadt,-2
gestoord,-2
hard,-2
hardere,-2
zwaarste,-2
haat,-3
gehaat,-3
haters,-3
haat,-3
haten,-3
achtervolgen,-1
achtervolgd,-2
rondspoken,1
trefpunten,-1
verwoesting,-2
gezond,2
hartverscheurend,-3
diepbedroefd,-3
diep,3
hemel,2
paradijselijk,4
heavyhearted,-2
hel,-4
helpen,2
behulpzaam,2
helpen,2
hulpeloos,-2
helpt,2
held,2
Helden,2
heroïsche,3
aarzelend,-2
aarzelen,-2
verborgen,-1
verbergen,-1
huiden,-1
verbergen,-1
hoogtepunt,2
dolkomisch,2
hindering,-2
hoax,-2
heimwee,-2
eerlijk,2
eer,2
vereerd,2
eren,2
eer,2
vereerd,2
eren,2
hooligan,-2
vandalisme,-2
hooligans,-2
hoop,2
hoop,2
hopelijk,2
hopeloos,-2
wanhoop,-2
hoop,2
hoop,2
afschuwelijke,-3
verschrikkelijk,-3
gruwelijke,-3
geschokt,-3
vijandige,-2
venter,-2
omhelzen,2
enorm,1
hugs,2
humerous,3
vernederd,-3
vernedering,-3
humor,2
humoristisch,2
humor,2
humoristisch,2
honger,-2
hurray,5
kwetsen,-2
pijn,-2
pijn,-2
hypocriet,-2
hysterie,-3
hysterisch,-3
idiot,-3
idioot,-3
onwetendheid,-2
onwetend,-2
negeren,-1
genegeerd,-2
negeert,-1
ziek,-2
onwettig,-3
analfabetisme,-2
ziekte,-2
ziekten,-2
imbeciel,-3
geïmmobiliseerd,-1
onsterfelijk,2
immuunsysteem,1
ongeduldig,-2
onvolmaakt,-2
belang,2
belangrijk,2
opleggen,-1
opgelegd,-1
oplegt,-1
opleggen,-1
impotente,-2
indruk,3
indruk,3
imponeert,3
indrukwekkend,3
gevangen,-2
verbetering,2
verbeterd,2
verbetering,2
verbetert,2
verbetering,2
onmogelijkheid,-2
inactiviteit,-2
ontoereikend,-2
staat,-2
arbeidsongeschikt,-2
incensed,-2
incompetentie,-2
incompetent,-2
onachtzaam,-2
ongemak,-2
onhandig,-2
verhogen,1
toegenomen,1
afdoend,-2
onverwoestbaar,2
onverschilligheid,-2
onverschillig,-2
kwalijk;,-2
verontwaardiging,-2
indoctrineren,-2
geïndoctrineerd,-2
indoctrineert,-2
indoctrineren,-2
ineffectief,-2
ondoelmatig,-2
verblind,2
verliefdheid,2
besmet,-2
inferieur,-2
ontstoken,-2
invloedrijke,2
inbreuk,-2
woeden,-2
infuriated,-2
infuriates,-2
infuriating,-2
remmen,-1
gewond,-2
letsel,-2
onrecht,-2
vernieuwen,1
innoveert,1
innovatie,1
innovatief,2
inquisitie,-2
nieuwsgierig,2
gek,-2
geestesziekte,-2
onzeker,-2
ongevoelig,-2
ongevoeligheid,-2
onbelangrijk,-2
smakeloos,-2
inspiratie,2
inspirerend,2
inspireren,2
geïnspireerd,2
inspireert,2
inspirerend,3
insult,-2
beledigd,-2
beledigen,-2
beledigingen,-2
intact,2
integriteit,2
intelligent,2
intense,1
rente,1
geïnteresseerd,2
interessant,2
interesses,1
ondervraagd,-2
onderbreken,-2
onderbroken,-2
onderbreken,-2
onderbreking,-2
onderbreekt,-2
intimideren,-2
geïntimideerd,-2
intimideert,-2
bedreigende,-2
intimidatie,-2
ingewikkeld,2
intriges,1
onkwetsbaar,2
uitnodigen,1
uitnodigend,1
onkwetsbaar,2
woedende,-3
ironisch,-1
ironie,-1
irrationeel,-1
onweerstaanbaar,2
besluiteloos,-2
onverantwoord,2
onomkeerbaar,-1
irriteren,-3
geïrriteerd,-3
irriterend,-3
geïsoleerd,-1
jeukende,-2
domoor,-4
ezels,-4
gevangen gezet,-2
jaunty,2
jaloers,-2
gevaar,-2
jerk,-3
Jesus,1
jewel,1
juwelen,1
jocular,2
join,1
grap,2
moppen,2
heel,2
jovial,2
vreugde,3
blij,3
vreugde,3
joyless,-2
joyous,3
jubilant,3
springerig,-1
rechtvaardigheid,2
terecht,2
gerechtvaardigd,2
scherp,1
doden,-3
gedood,-3
doden,-3
doodt,-3
kind,2
kinder,2
kus,2
pluim,3
ontberen,-2
lackadaisical,-2
lag,-1
jetlag,-2
achterblijvende,-2
blijft,-2
lame,-2
landmark,2
lachen,1
lachen,1
lachen,1
lach,1
laughting,1
gelanceerd,1
lawl,3
rechtszaak,-2
processen,-2
lui,-1
lek,-1
gelekt,-1
verlaten,-1
juridische,1
juridisch,1
milde,1
lethargisch,-2
lethargie,-2
leugenaar,-3
leugenaars,-3
lasterlijk,-2
loog,-2
lifesaver,4
luchtig,1
zoals,2
vond,2
wil,2
beperking,-1
beperkt,-1
beperkingen,-1
geschillen,-1
litigious,-2
levendig,2
woest,-2
LMAO,4
lmfao,4
verafschuwen,-3
verafschuwde,-3
verafschuwt,-3
afschuw,-3
lobby,-2
lobby,-2
lol,3
eenzaam,-2
eenzaam,-2
verlangen,-1
weefgetouw,-1
doemde,-1
opdoemen,-1
weefgetouwen,-1
losse,-3
verliest,-3
verliezer,-3
verliezende,-3
verlies,-3
verloren,-3
lief,3
liefde,3
hield,3
lovelies,3
mooi,3
liefdevolle,2
laagste,-1
loyaal,3
loyaliteit,3
geluk,3
Gelukkig,3
geluk,3
lugubrious,-2
krankzinnige,-3
gekken,-3
schuilen,-1
loer,-1
schuilt,-1
gek,-3
gekmakende,-3
geconfectioneerde,-1
gek,-3
waanzin,-3
verplicht,-1
gemanipuleerde,-1
manipuleren,-1
manipulatie,-1
marvel,3
prachtig,3
marvels,3
meesterwerk,4
meesterwerken,4
stof,1
kwesties,1
volwassen,2
zinvol,2
zinloos,-2
medaille,3
middelmatigheid,-3
meditatief,1
melancholie,-2
dreiging,-2
bedreigd,-2
genade,2
vrolijk,3
knoei,-2
geknoeid,-2
Messing up,-2
methodische,2
hersenloze,-2
wonder,4
vreugde,3
mirthful,3
mirthfully,3
misdragen,-2
misdragen,-2
misdraagt,-2
misdragen,-2
kwaad,-1
mischiefs,-1
ellendig,-3
ellende,-2
wantrouwen,-2
verkeerde,-2
geïnformeerd,-2
verkeerd geïnterpreteerd,-2
misleidend,-3
verkeerd,-1
misreporting,-2
misleiding,-2
miss,-2
gemist,-2
ontbrekende,-2
fout,-2
vergist,-2
fouten,-2
verwarren,-2
verkeerd,-2
misverstand,-2
begrijpt,-2
begrepen,-2
klagen,-2
klagen,-2
kreunen,-2
gekreun,-2
spot,-2
spotten,-2
spot,-2
spot,-2
mongering,-2
monopoliseren,-2
gemonopoliseerd,-2
monopoliseert,-2
monopoliseren,-2
Moody,-1
druilen,-1
moping,-1
idioot,-3
klootzak,-5
motherfucking,-5
motiveren,1
gemotiveerd,2
motiveren,2
motivatie,1
rouw,-2
rouwde,-2
sombere,-2
rouw,-2
treurt,-2
beleidig,-2
moord,-2
moordenaar,-2
vermoorden,-3
moorddadige,-3
moord,-2
mythe,-1
n00b,-2
naïef,-2
nare,-3
natuurlijk,1
naïef,-2
behoeftig,-2
negatief,-2
negativiteit,-2
verwaarlozing,-2
verwaarloosd,-2
verwaarlozen,-2
verwaarloost,-2
zenuwen,-1
nerveus,-2
zenuwachtig,-2
mooi,3
handige,2
niggas,-5
nigger,-5
nee,-1
Niet leuk,-3
edel,2
luidruchtig,-1
nonsense,-2
noob,-2
nieuwsgierig,-2
Niet goed,-2
Niet werken,-3
bekend,-2
nieuw,2
verdoofd,-1
noten,-3
wissen,-2
uitgewist,-2
onaangenaam,-3
obscene,-2
bezeten,2
verouderd,-2
obstakel,-2
obstakels,-2
hardnekkige,-2
oneven,-2
aanstoot,-2
gekwetst,-2
overtreder,-2
overtredende,-2
kwetst,-2
offline,-1
OKS,2
onheilspellend,3
once-in-a-lifetime,3
kansen,2
kans,2
onderdrukten,-2
onderdrukkende,-2
optimisme,2
optimistisch,2
optionless,-2
uitroep,-2
uitgemanoeuvreerd,-2
verontwaardiging,-3
verontwaardigd,-3
overtreft,2
uitstekend,5
blij,4
overbelasting,-1
uitzicht,-1
overdreven,-2
overdreven,-2
overreactie,-2
overreacts,-2
oversell,-2
overselling,-2
oversells,-2
eenvoudig gezegd,-2
eenvoudig voorgesteld,-2
te simpele,-2
simplificeren,-2
overdrijving,-2
overwaardering,-2
overgewicht,-1
oxymoron,-1
pijn,-2
pijnlijke,-2
paniek,-3
paniek,-3
panics,-3
paradijs,3
paradox,-1
gratie,2
vergeven,2
vergeving,2
gratie,2
parley,-1
gepassioneerd,2
passief,-1
passively,-1
pathetische,-2
betalen,-1
vrede,2
vreedzaam,2
rustig,2
penalty,-2
pensive,-1
perfect,3
geperfectioneerd,2
perfect,3
vervolmaakt,2
gevaar,-2
meineed,-3
dader,-2
daders,-2
verward,-2
vervolgen,-2
vervolgd,-2
vervolgt,-2
vervolgen,-2
verstoord,-2
vervelende,-2
pessimisme,-2
pessimistisch,-2
verstijfd,-2
fobische,-2
pittoresk,2
pileup,-1
piqué,-2
gewekt,-2
piss,-4
boos,-4
pissing,-3
piteous,-2
medelijden,-1
Jammer,-2
speelse,2
aangenaam,3
alsjeblieft,1
blij,3
plezier,3
klaar,-2
vergift,-2
vergiftigd,-2
vergiften,-2
vervuilen,-2
vervuild,-2
vervuiler,-2
vervuilers,-2
vervuilt,-2
slecht,-2
armer,-2
armste,-2
populair,3
positief,2
positief,2
bezitterig,-2
uitstellen,-1
uitgesteld,-1
uitstelt,-1
uitstel,-1
armoede,-1
krachtig,2
machteloos,-2
lof,3
geprezen,3
lof,3
loven,3
bid,1
bidden,1
bidt,1
prblm,-2
prblms,-2
bereid,1
druk,-1
druk,-2
alsof,-1
alsof,-1
beweert,-1
mooi,1
voorkomen,-1
voorkomen,-1
voorkomen,-1
voorkomt,-1
prikken,-5
gevangenis,-2
gevangen,-2
gevangenen,-2
bevoorrechte,2
proactieve,2
probleem,-2
problemen,-2
profiteur,-2
vooruitgang,2
prominent,2
belofte,1
beloofd,1
beloften,1
te bevorderen,1
bevorderd,1
bevordert,1
bevorderen,1
propaganda,-2
vervolgen,-1
vervolgd,-2
vervolgt,-1
vervolging,-1
prospect,1
vooruitzichten,1
welvarende,3
beschermen,1
beschermd,1
beschermt,1
protest,-2
protesteerders,-2
protesteren,-2
protesten,-2
trots,2
fier,2
provoceren,-1
uitgelokt,-1
